,Coach,From,To,Last School,Yrs,G,W,L,W-L%,CREG,CTRN,NCAA,FF,NC
703,Fritz Crisler,1933,1934,Princeton,2,43,32,11,.744,0,0,,,
704,Hank Crisp,1924,1946,Alabama,20,397,264,133,.665,2,2,0,0,0
705,Dean Cromwell,1918,1918,Southern California,1,2,0,2,.000,0,0,,,
706,Mick Cronin,2004,2016,Cincinnati,13,429,276,153,.643,2,2,8,0,0
707,Gene Cross,2009,2010,Toledo,2,64,11,53,.172,0,0,0,0,0
708,Scott Cross,2007,2016,Texas-Arlington,10,315,177,138,.562,1,1,1,0,0
709,Clem Crowe,1934,1945,Notre Dame,11,195,111,84,.569,0,0,0,0,0
710,Fred J. Crowell,1976,1979,Samford,4,104,28,76,.269,0,0,0,0,0
711,W.G. Crowell,1915,1917,Lafayette,3,47,24,23,.511,0,0,,,
712,Clem Crowley,1912,1912,Denver,1,10,6,4,.600,0,0,,,
713,Richard Crozier,1906,1924,North Carolina State,15,200,119,81,.595,0,0,,,
714,Birney Crum,1955,1960,Muhlenburg,6,148,79,69,.534,0,0,0,0,0
715,Denny Crum,1972,2001,Louisville,30,970,675,295,.696,15,11,23,6,2
716,Maud Crum,1928,1929,George Washington,2,27,13,14,.481,0,0,,,
717,B.C. Cubbage,1924,1924,Virginia Tech,1,18,5,13,.278,0,0,,,
718,Charles Cummings,1949,1949,Boston University,1,18,6,12,.333,0,0,0,0,0
719,Robert Cummings,1915,1917,Rice,3,41,30,11,.732,0,0,,,
720,Dan Cunha,1942,1960,Siena,15,330,164,166,.497,0,0,0,0,0
721,Gary Cunningham,1978,1979,UCLA,2,58,50,8,.862,2,0,2,0,0
722,Harold Cunningham,1940,1942,Washington & Lee,3,65,34,31,.523,0,0,0,0,0
723,Phil Cunningham,2014,2016,Troy,3,91,30,61,.330,0,0,0,0,0
724,W.A. Cunningham,1911,1917,Georgia,2,16,10,6,.625,0,0,,,
725,Joseph Curran,1954,1959,Canisius,6,142,76,66,.535,2,0,3,0,0
726,Michael Curry,2015,2016,Florida Atlantic,2,62,17,45,.274,0,0,0,0,0
727,Glenn Curtis,1939,1946,Indiana State,8,167,122,45,.731,0,0,0,0,0
728,Homer Curtis,1897,1897,Purdue,1,2,1,1,.500,0,0,,,
729,R.E. Curtis,1907,1907,Nebraska Wesleyan,1,10,5,5,.500,0,0,,,
730,E.C. Curtiss,1922,1923,Kansas State,2,33,5,28,.152,0,0,,,
731,Dennis Cutts,2014,2016,UC-Riverside,3,95,38,57,.400,0,0,0,0,0
732,Dan D'Antoni,2015,2016,Marshall,2,65,28,37,.431,0,0,0,0,0
733,Francois D'Eliscu,1920,1923,Temple,4,52,30,22,.577,0,0,,,
734,Joseph Daher,1943,1945,Virginia Military Institute,3,47,20,27,.426,0,0,0,0,0
735,Jiggs Dahlberg,1938,1955,Montana,14,370,172,198,.465,0,0,0,0,0
736,Jack Dailey,1924,1925,George Washington,2,22,8,14,.364,0,0,,,
737,Dan Dakich,1998,2008,Indiana,11,303,159,144,.525,1,0,1,0,0
738,James Dale,1913,1913,New York University,1,12,1,11,.083,0,0,,,
739,Howard Dallmar,1949,1975,Stanford,27,676,361,315,.534,2,0,1,0,0
740,Chuck Daly,1970,1977,Pennsylvania,8,213,151,62,.709,4,0,4,0,0
741,Keith Dambrot,1992,2016,Akron,14,462,298,164,.645,5,3,3,0,0
742,Tom Dandalet,1932,1935,Marshall,4,78,43,35,.551,0,0,,,
743,Dick Danford,1984,1988,Hardin-Simmons,5,145,66,79,.455,0,0,0,0,0
744,Roy Danforth,1969,1981,Tulane,13,354,193,161,.545,0,0,4,1,0
745,Bob Daniels,1973,1977,Marshall,5,133,71,62,.534,0,0,0,0,0
746,Donny Daniels,2001,2003,Cal State Fullerton,3,84,20,64,.238,0,0,0,0,0
747,Ed Daniels,2003,2005,Savannah State,3,83,7,76,.084,0,0,0,0,0
748,Phelps Darby,1902,1902,Indiana,1,8,4,4,.500,0,0,,,
749,Linc Darner,2016,2016,Green Bay,1,36,23,13,.639,0,1,1,0,0
750,Ray Dauber,1928,1938,Tulane,10,178,64,114,.360,0,1,,,
751,Russell Daugherty,1928,1932,Rice,5,71,25,46,.352,0,0,,,
752,Doug Davalos,2007,2013,Texas State,7,215,92,123,.428,1,0,0,0,0
753,Robert Davenport,2005,2006,Texas-Rio Grande Valley,2,59,19,40,.322,0,0,0,0,0
754,Dick Davey,1993,2007,Santa Clara,15,441,251,190,.569,3,1,3,0,0
755,Ed Davidson,1937,1938,Saint Louis,2,50,14,36,.280,0,0,,,
756,George Davidson,1915,1915,Rutgers,1,9,1,8,.111,0,0,,,
757,George Davidson,1956,1967,Lafayette,12,286,170,116,.594,0,0,1,0,0
758,Joe Dean Davidson,1984,1985,Delaware State,2,57,24,33,.421,0,0,0,0,0
759,John Davidson,1916,1917,Washington,2,30,15,15,.500,0,0,,,
760,Bob Davies,1947,1947,Seton Hall,1,27,24,3,.889,0,0,0,0,0
761,Chick Davies,1925,1948,Duquesne,21,420,314,106,.748,0,0,1,1,0
762,Bob Davis,1974,1978,Auburn,5,131,70,61,.534,0,0,0,0,0
763,Conn Davis,1950,1950,Washington & Lee,1,20,8,12,.400,0,0,0,0,0
764,Dick Davis,1971,1974,San Diego State,4,106,52,54,.491,0,0,0,0,0
765,Emmett Davis,1999,2011,Colgate,13,377,163,214,.432,0,0,0,0,0
766,Harold Davis,1960,1961,Texas-El Paso,2,49,18,31,.367,0,0,0,0,0
767,Jene Davis,1983,1985,Furman,3,86,28,58,.326,0,0,0,0,0
768,Joe Davis,1985,1988,Radford,4,115,58,57,.504,0,0,0,0,0
769,Joe Davis,1932,1949,Rice,15,326,184,142,.564,4,1,0,0,0
770,John Davis,1932,1945,Colorado State,13,246,113,133,.459,1,0,0,0,0
771,John Davis,1917,1920,Stevens Institute,4,48,37,11,.771,0,0,,,
772,Keno Davis,2008,2016,Central Michigan,8,256,135,121,.527,3,1,1,0,0
773,Kermit Davis,1989,2016,Middle Tennessee,18,572,347,225,.607,6,3,4,0,0
774,Kermit Davis,1971,1977,Mississippi State,7,182,91,91,.500,0,0,0,0,0
775,Larry Davis,1998,2006,Furman,9,263,124,139,.471,0,0,0,0,0
776,Mike Davis,2001,2016,Texas Southern,16,522,313,209,.600,5,2,7,1,0
777,Nathan Davis,2016,2016,Bucknell,1,31,17,14,.548,1,0,0,0,0
778,P. J. Davis,1916,1918,North Dakota State,3,47,37,10,.787,0,0,,,
779,Paul Davis,1912,1921,North Dakota,5,62,45,17,.726,0,0,,,
780,Tom Davis,1972,2007,Drake,32,953,597,356,.626,5,0,11,0,0
781,Walter Davis,1925,1925,Arizona,1,11,7,4,.636,0,0,,,
782,Johnny Dawkins,2009,2016,Stanford,8,271,156,115,.576,0,0,1,0,0
783,Carroll Dawson,1974,1977,Baylor,4,95,44,51,.463,0,0,0,0,0
784,Fred Dawson,1913,1919,Columbia,6,81,56,25,.691,0,0,,,
785,Robert Dawson,1910,1913,Mount Union,4,52,19,33,.365,0,0,,,
786,Everett Dean,1922,1951,Stanford,28,592,375,217,.633,4,0,1,1,1
787,Harold Dean,1910,1912,Wyoming,3,22,9,13,.409,0,0,,,
788,Joe Dean,1990,1993,Central Florida,4,110,37,73,.336,0,0,0,0,0
789,Thomas Dean,1985,1985,Morgan State,1,5,0,5,.000,0,0,0,0,0
790,Mike Deane,1987,2010,Wagner,24,720,412,308,.572,3,3,4,0,0
791,Tom Deaton,1981,1989,Tennessee Tech,9,225,106,119,.471,1,0,0,0,0
792,Ron DeCarli,1987,1989,St. Bonaventure,3,84,31,53,.369,0,0,0,0,0
793,Ed DeChellis,1997,2016,Navy,20,605,271,334,.448,3,1,2,0,0
794,Travis DeCuire,2015,2016,Montana,2,66,41,25,.621,1,0,0,0,0
795,Johnny Dee,1953,1971,Notre Dame,11,289,184,105,.637,1,0,4,0,0
796,Joseph Deering,1917,1925,Columbia,8,127,77,50,.606,0,0,,,
797,Benny Dees,1986,1995,Western Carolina,10,295,172,123,.583,0,1,2,0,0
798,Jerry DeGregorio,2000,2001,Rhode Island,2,60,12,48,.200,0,0,0,0,0
799,George DeKruif,1908,1913,Hope,5,65,44,21,.677,0,0,,,
800,Ed DeLacy,1979,1983,UC-Santa Barbara,5,134,51,83,.381,0,0,0,0,0
801,Claus Delfs,1912,1912,Creighton,1,19,15,4,.789,0,0,,,
802,Mike Dement,1987,2012,Southern Methodist,25,702,331,371,.472,3,0,1,0,0
803,Dean Demopoukos,2001,2001,Missouri-Kansas City,1,30,14,16,.467,0,0,0,0,0
804,Tommy Dempsey,2006,2016,Binghamton,11,346,143,203,.413,1,0,0,0,0
805,George Denman,1902,1903,Michigan State,2,11,11,0,1.000,0,0,,,
806,Pat Dennis,1993,2006,Citadel,14,390,157,233,.403,0,0,0,0,0
807,Guy Denton,1914,1921,Vanderbilt,6,85,48,37,.565,0,0,,,
808,Joe DeSantis,1999,2007,Quinnipiac,9,254,109,145,.429,0,0,0,0,0
809,Jerry Desmond,1918,1918,Santa Clara,1,4,4,0,1.000,0,0,,,
810,Dusty DeStefano,1953,1956,St. John's (NY),4,87,49,38,.563,0,0,0,0,0
811,Bill Detrick,1987,1988,Central Connecticut State,2,34,10,24,.294,0,0,0,0,0
812,Raymond Detrick,1923,1935,Ohio Wesleyan,5,88,73,15,.830,0,0,,,
813,John Dever,1910,1910,Saint Joseph's,1,16,10,6,.625,0,0,,,
814,Jacob Devers,1915,1916,Army,2,25,16,9,.640,0,0,,,
815,Aubrey DeVine,1924,1925,Denver,2,23,9,14,.391,0,0,,,
816,Jack Devine,1968,1969,Fairleigh Dickinson,2,44,19,25,.432,0,0,0,0,0
817,Arthur Devlin,1920,1920,Fordham,1,21,12,9,.571,0,0,,,
818,Don DeVoe,1972,2004,Navy,31,901,512,389,.568,6,4,10,0,0
819,Bob Dewey,1951,1964,Colgate,7,154,36,118,.234,0,0,0,0,0
820,George Dewey,1923,1925,North Dakota State,3,71,56,15,.789,0,0,,,
821,Paul DeWolf,1903,1905,Brown,2,35,19,16,.543,0,0,,,
822,Dick DiBiaso,1976,1982,Stanford,7,188,68,120,.362,0,0,0,0,0
823,Howie Dickenman,1997,2016,Central Connecticut State,20,593,282,311,.476,3,3,3,0,0
824,Dave Dickerson,2006,2010,Tulane,5,152,68,84,.447,0,0,0,0,0
825,Henry Dickerson,1998,2002,North Carolina Central,5,145,72,73,.497,2,0,0,0,0
826,James Dickey,1992,2014,Houston,14,416,230,186,.553,2,2,2,0,0
827,Abe Diddel,1916,1916,Wabash,1,21,17,4,.810,0,0,,,
828,Bill Diddle,1911,1912,Butler,2,22,10,12,.455,0,0,,,
829,E.A. Diddle,1923,1964,Western Kentucky,42,1061,759,302,.715,10,4,3,0,0
830,Edgar Diddle,1959,1962,Middle Tennessee,4,90,33,57,.367,0,0,0,0,0
831,Marshall Diebold,1931,1934,Carleton College,4,65,55,10,.846,0,0,,,
832,Samuel Dienes,1924,1926,Temple,3,60,39,21,.650,0,0,,,
833,Ray Dieringer,1973,1983,Cleveland State,11,283,132,151,.466,0,0,0,0,0
834,Tracy Dildy,2011,2016,Chicago State,6,191,46,145,.241,0,1,0,0,0
835,Sherman Dillard,1995,2004,James Madison,10,279,122,157,.437,1,0,0,0,0
836,Jeff Dittman,1989,1989,Sam Houston State,1,18,10,8,.556,0,0,0,0,0
837,Buck Dixon,1937,1938,Brigham Young,2,48,25,23,.521,0,0,,,
838,Jamie Dixon,2004,2016,Pittsburgh,13,451,328,123,.727,2,1,11,0,0
839,Chick Doak,1916,1918,Duke,3,59,39,20,.661,0,0,,,
840,Chick Doak,1915,1916,North Carolina,2,34,18,16,.529,0,0,,,
841,Frank Dobbs,1992,1999,Brown,8,208,67,141,.322,0,0,0,0,0
842,Wayne Dobbs,1968,1979,Vanderbilt,6,156,69,87,.442,0,0,0,0,0
843,Gilmour Dobie,1907,1908,North Dakota State,2,22,17,5,.773,0,0,,,
844,Frank Dobson,1912,1933,Richmond,20,279,166,113,.595,0,0,,,
845,Earnest Dockstader,1912,1913,Montana State,2,20,13,7,.650,0,0,,,
846,Matt Doherty,2000,2012,Southern Methodist,11,350,170,180,.486,1,0,1,0,0
847,Sumner Dole,1924,1931,Connecticut,5,64,39,25,.609,0,0,,,
848,Robert Doll,1962,1966,Kent State,5,110,33,77,.300,0,0,0,0,0
849,Cameron Dollar,2011,2016,Seattle,6,184,77,107,.418,0,0,0,0,0
850,Edmund Dollard,1912,1924,Syracuse,13,210,151,59,.719,0,0,,,
851,Jiggs Donahue,1917,1919,Clemson,3,19,14,5,.737,0,0,,,
852,John Donahue,1916,1919,Connecticut,4,34,11,23,.324,0,0,,,
853,John Donahue,1912,1919,Saint Joseph's,8,130,78,52,.600,0,0,,,
854,Mike Donahue,1906,1921,Auburn,16,154,72,81,.471,0,0,,,
855,Steve Donahue,2001,2016,Pennsylvania,15,442,211,231,.477,3,0,3,0,0
856,E. W. Donald,1924,1924,Rensselaer,1,12,11,1,.917,0,0,,,
857,Bob Donewald,1979,2000,Western Michigan,22,635,358,277,.564,1,1,4,0,0
858,Billy Donlon,2011,2016,Wright State,6,203,109,94,.537,0,0,0,0,0
859,Frank Donlon,1944,1944,Rider,1,15,3,12,.200,0,0,0,0,0
860,E.J. Donnelly,1907,1907,Trinity (CT),1,11,5,6,.455,0,0,,,
861,Don Donoher,1965,1989,Dayton,25,712,437,275,.614,0,0,8,1,0
862,Jack Donohue,1966,1972,Holy Cross,7,172,106,66,.616,0,0,0,0,0
863,Billy Donovan,1995,2015,Florida,21,708,502,206,.709,8,4,14,4,2
864,Edward Donovan,1954,1961,St. Bonaventure,8,196,139,57,.709,2,0,1,0,0
865,William Donovan,1953,1961,Loyola Marymount,9,236,121,115,.513,1,0,1,0,0
866,Bill Dooley,1994,1997,Richmond,4,112,43,69,.384,0,0,0,0,0
867,Joe Dooley,1996,2016,Florida Gulf Coast,7,212,122,90,.575,1,1,1,0,0
868,Gus Dorais,1919,1929,Detroit Mercy,6,96,43,53,.448,0,0,,,
869,Don Doucette,1989,1993,North Carolina-Asheville,5,143,55,88,.385,0,1,0,0,0
870,Dan Dougherty,1972,1975,Army,4,97,31,66,.320,0,0,0,0,0
871,Nathan Dougherty,1915,1915,George Washington,1,14,5,9,.357,0,0,,,
872,Neil Dougherty,2003,2008,Texas Christian,6,183,75,108,.410,0,0,0,0,0
873,Robert Dougherty,1946,1946,Pennsylvania,1,17,7,10,.412,0,0,0,0,0
874,Johnny Douglas,1931,1933,Citadel,3,49,18,31,.367,0,0,,,
875,Pat Douglass,1998,2010,UC-Irvine,13,388,197,191,.508,2,0,0,0,0
876,Ed Douma,1979,1982,Kent State,4,106,46,60,.434,0,0,0,0,0
877,C.M. Douthit,1913,1913,Ohio,1,14,5,9,.357,0,0,,,
878,Barry Dowd,1969,1985,East Tennessee State,11,292,110,182,.377,0,0,0,0,0
879,Duck Dowell,1956,1968,Pepperdine,13,330,129,201,.391,1,0,1,0,0
880,Thomas Dowler,1935,1937,William & Mary,3,50,21,29,.420,0,0,,,
881,Danny Doyle,1948,1949,Auburn,2,46,21,25,.457,0,0,0,0,0
882,Bruce Drake,1939,1955,Oklahoma,17,382,200,182,.524,6,0,3,2,0
883,Leonard Drake,1994,1997,Central Michigan,4,104,21,83,.202,0,0,0,0,0
884,R.H. Drake,1922,1924,Northern Arizona,3,36,18,18,.500,0,0,,,
885,D.W. Draper,1914,1916,William & Mary,3,33,15,18,.455,0,0,,,
886,Bryce Drew,2012,2016,Valparaiso,5,171,123,48,.719,4,2,2,0,0
887,Homer Drew,1989,2011,Valparaiso,22,676,370,306,.547,8,8,7,0,0
888,Lawrence Drew,1949,1949,Providence,1,26,7,19,.269,0,0,0,0,0
889,Scott Drew,2003,2016,Baylor,14,455,272,183,.598,1,0,6,0,0
890,Weldon Drew,1980,1985,New Mexico State,6,166,82,84,.494,0,0,0,0,0
891,Clyde Drexler,1999,2000,Houston,2,58,19,39,.328,0,0,0,0,0
892,Chuck Driesell,2011,2015,Citadel,5,155,42,113,.271,0,0,0,0,0
893,Lefty Driesell,1961,2003,Georgia State,41,1180,786,394,.666,16,6,13,0,0
894,Matthew Driscoll,2010,2016,North Florida,7,230,118,112,.513,2,1,1,0,0
895,Bill Driver,1918,1922,Texas Christian,5,70,50,20,.714,1,0,,,
896,James Driver,1912,1923,William & Mary,6,60,36,24,.600,0,0,,,
897,John Dromo,1968,1971,Louisville,4,91,68,23,.747,3,0,1,0,0
898,Don Drumm,1909,1917,Marietta,8,107,66,41,.617,0,0,,,
899,Jimmy DuBose,1998,1999,Delaware State,2,54,17,37,.315,0,0,0,0,0
900,Ricky Duckett,2009,2009,Grambling,1,29,6,23,.207,0,0,0,0,0
901,Mac Duckworth,1964,1968,Washington,5,127,53,74,.417,0,0,0,0,0
902,Moon Ducote,1924,1924,Louisiana State,1,20,8,12,.400,0,0,,,
903,Bill Dudak,1930,1930,Georgetown,1,25,13,12,.520,0,0,,,
904,Al Duer,1944,1944,Pepperdine,1,34,20,14,.588,0,0,1,0,0
905,Bob Duffy,1965,1967,Colgate,3,68,25,43,.368,0,0,0,0,0
906,Dukes Duford,1945,1945,Saint Louis,1,14,10,4,.714,0,0,0,0,0
907,Glenn Duhon,1978,1987,McNeese State,10,291,155,136,.533,1,0,0,0,0
908,Dave Duke,1989,1996,Lehigh,8,224,90,134,.402,1,0,0,0,0
909,Bob Dukiet,1980,1989,Marquette,10,284,174,110,.613,2,0,0,0,0
910,Mark Duncan,1943,1943,Denver,1,11,8,3,.727,0,0,0,0,0
911,David Dunlap,1909,1913,Allegheny,5,61,42,19,.689,0,0,,,
912,Mike Dunlap,2015,2016,Loyola Marymount,2,62,22,40,.355,0,0,0,0,0
913,Jerry Dunn,1996,2003,Penn State,8,238,117,121,.492,0,0,2,0,0
914,Jim Dunn,1938,1942,Northeastern,5,84,26,58,.310,0,0,0,0,0
915,Terry Dunn,2005,2010,Dartmouth,6,150,47,103,.313,0,0,0,0,0
916,John Dunne,2007,2016,Saint Peter's,10,310,116,194,.374,0,1,1,0,0
917,Fran Dunphy,1990,2016,Temple,27,807,524,283,.649,12,3,16,0,0
918,Randy Dunton,1998,2007,Liberty,6,179,77,102,.430,1,1,1,0,0
919,Jim Duplantier,1983,1990,Prairie View,8,220,47,173,.214,0,0,0,0,0
920,Pat Duquette,2014,2016,Massachusetts-Lowell,3,86,33,53,.384,0,0,0,0,0
921,Doug Durham,1995,1995,Georgia Southern,1,27,7,20,.259,0,0,0,0,0
922,Hugh Durham,1967,2005,Jacksonville,37,1064,634,430,.596,2,1,8,2,0
923,Jarrett Durham,1985,1996,Robert Morris,12,340,157,183,.462,3,3,3,0,0
924,Mick Durham,1991,2006,Montana State,16,459,246,213,.536,2,1,1,0,0
925,Tim Duryea,2016,2016,Utah State,1,31,16,15,.516,0,0,0,0,0
926,Jim Dutcher,1976,1986,Minnesota,11,303,190,113,.627,1,0,1,0,0
927,Peter Dwyer,1924,1927,Niagara,4,71,41,30,.577,0,0,,,
928,Tommy Dwyer,1923,1923,Texas-El Paso,1,7,1,6,.143,0,0,,,
929,Schubert Dyche,1929,1935,Montana State,7,203,110,93,.542,2,0,,,
930,Bobby Dye,1975,1995,Boise State,18,507,306,201,.604,3,4,4,0,0
931,Tippy Dye,1942,1959,Washington,14,352,220,132,.625,3,0,3,1,0
932,Harlan Dykes,1927,1939,Saint Mary's (CA),11,189,124,65,.656,0,0,0,0,0
933,Tommy Joe Eagles,1986,1994,Auburn,9,269,151,118,.561,2,3,2,0,0
934,Dan Earl,2016,2016,Virginia Military Institute,1,30,9,21,.300,0,0,0,0,0
935,Jimmy Earle,1970,1979,Middle Tennessee,10,267,164,103,.614,2,2,2,0,0
936,Orlando Early,2006,2010,Louisiana-Monroe,5,152,60,92,.395,1,0,0,0,0
937,Kirk Earlywine,2008,2011,Eastern Washington,4,120,42,78,.350,0,0,0,0,0
938,Walter East,1909,1909,Akron,1,13,6,7,.462,0,0,,,
939,Lacey Eastburn,1921,1921,Northern Arizona,1,16,9,7,.563,0,0,,,
940,Kevin Eastman,1991,1999,Washington State,9,259,127,132,.490,0,0,0,0,0
941,Bill Easton,1944,1944,Drake,1,20,7,13,.350,0,0,0,0,0
942,Russ Easton,1911,1914,Cincinnati,4,41,11,30,.268,0,0,,,
943,Jerry Eaves,2004,2012,North Carolina A&T,9,279,99,180,.355,0,0,0,0,0
944,Joel Eaves,1939,1963,Auburn,17,353,212,141,.601,1,0,0,0,0
945,Hooper Eblen,1944,1944,Tennessee Tech,1,16,3,13,.188,0,0,0,0,0
946,A.M. Ebright,1908,1908,Missouri,1,18,8,10,.444,0,0,,,
947,Jay Eck,1988,1991,Toledo,4,119,60,59,.504,0,0,0,0,0
948,Don Eddy,1982,1986,Texas-San Antonio,5,128,60,68,.469,0,0,0,0,0
949,Ray Eddy,1951,1965,Purdue,15,340,176,164,.518,0,0,0,0,0
950,Scott Edgar,1992,2008,Southeast Missouri State,9,265,131,134,.494,3,2,2,0,0
951,R.E. Edmonds,1919,1919,Louisiana State,1,1,1,0,1.000,0,0,,,
952,Bill Edmunds,1914,1914,Washington (MO),1,13,7,6,.538,0,0,,,
953,Hec Edmundson,1917,1947,Washington,29,712,508,204,.713,4,0,1,0,0
954,V.J. Edney,1947,1947,Auburn,1,21,3,18,.143,0,0,0,0,0
955,B.C. Edwards,1899,1902,Illinois State,4,16,14,2,.875,0,0,,,
956,Cleveland Edwards,1995,1995,Nevada-Las Vegas,1,14,5,9,.357,0,0,0,0,0
957,Dick Edwards,1964,1978,University of California,15,398,240,158,.603,3,0,3,0,0
958,Gary Edwards,1988,1996,Charleston Southern,9,254,115,139,.453,0,1,0,0,0
959,George Edwards,1927,1946,Missouri,20,353,181,172,.513,3,0,1,0,0
960,Johnny Edwards,1948,1948,Texas Wesleyan,1,30,19,11,.633,0,0,0,0,0
961,Ken Edwards,1973,1984,West Texas A&M,12,322,163,159,.506,0,0,0,0,0
962,Selwyn Edwards,1945,1945,Furman,1,17,2,15,.118,0,0,0,0,0
963,Floyd Egan,1919,1921,Duke,2,26,14,12,.538,0,0,,,
964,Hank Egan,1972,1994,San Diego,23,615,304,311,.494,1,0,1,0,0
965,John Egli,1955,1968,Penn State,14,322,187,135,.581,0,0,2,0,0
966,Dean Ehlers,1963,1966,Memphis,4,100,53,47,.530,0,0,0,0,0
967,Ron Ekker,1974,1982,Saint Louis,9,243,101,142,.416,0,0,0,0,0
968,Ray Eklund,1926,1926,Kentucky,1,18,15,3,.833,1,0,,,
969,Ray Elder,1921,1921,Northwestern,1,14,2,12,.143,0,0,,,
970,Wilmer Elfrink,1921,1921,Wichita State,1,18,16,2,.889,0,0,,,
971,Norm Ellenberger,1973,1979,New Mexico,7,196,134,62,.684,2,0,2,0,0
972,Brian Ellerbe,1995,2001,Michigan,7,203,96,107,.473,0,1,1,0,0
973,Ray Ellerman,1931,1932,Washington & Lee,2,37,20,17,.541,0,0,,,
974,Norman Elliott,1918,1920,Northwestern,2,21,10,11,.476,0,0,,,
975,Bo Ellis,1999,2003,Chicago State,5,129,23,106,.178,0,0,0,0,0
976,Cliff Ellis,1976,2016,Coastal Carolina,38,1162,715,447,.615,8,2,10,0,0
977,F.E. Ellis,1920,1920,Butler,1,6,2,4,.333,0,0,,,
978,Loren Ellis,1942,1947,Valparaiso,6,147,87,60,.592,0,0,0,0,0
979,J. Elmore,1938,1938,Virginia Military Institute,1,15,4,11,.267,0,0,,,
980,James Elsom,1899,1904,Wisconsin,6,39,25,14,.641,0,0,,,
981,H. B. Emerson,1909,1909,Mount Union,1,18,7,11,.389,0,0,,,
982,Lucien Emerson,1929,1931,Sewanee,3,45,17,28,.378,0,0,,,
983,Marshall Emery,1974,1988,Delaware State,8,216,72,144,.333,0,0,0,0,0
984,Fred Emmerson,1932,1933,Wake Forest,2,25,9,16,.360,0,0,,,
985,A.W. Enderbrock,1902,1902,Princeton,1,20,10,10,.500,0,0,,,
986,Andy Enfield,2012,2016,Southern California,5,167,85,82,.509,0,1,2,0,0
987,Rip Engle,1943,1946,Brown,4,83,39,44,.470,0,0,0,0,0
988,Howard Engleman,1947,1947,Kansas,1,14,8,6,.571,0,0,0,0,0
989,Jim Engles,2010,2016,NJIT,7,217,109,108,.502,1,0,0,0,0
990,Ken Engles,1946,1946,Georgetown,1,20,11,9,.550,0,0,0,0,0
991,Claude English,1981,1984,Rhode Island,4,111,45,66,.405,1,0,0,0,0
992,Fred Enke,1924,1961,Arizona,36,808,480,328,.594,7,0,1,0,0
993,Rex Enright,1933,1943,South Carolina,7,118,63,55,.534,0,0,0,0,0
994,John Erickson,1960,1968,Wisconsin,9,214,100,114,.467,0,0,0,0,0
995,Dee Errikson,1937,1941,Washburn,5,100,32,68,.320,0,0,0,0,0
996,Newman Ertell,1947,1948,Wayne State (MI),2,39,11,28,.282,0,0,0,0,0
997,Lefty Ervin,1980,1986,La Salle,7,206,119,87,.578,2,2,2,0,0
998,J.O. Erwin,1914,1915,Clemson,2,12,3,8,.273,0,0,,,
999,Craig Esherick,1999,2004,Georgetown,6,177,103,74,.582,0,0,1,0,0
1000,Butch Estes,1986,1994,Furman,9,257,135,122,.525,1,0,0,0,0
1001,Joe Etzel,1970,1970,Portland,1,13,2,11,.154,0,0,0,0,0
1002,Larry Eustachy,1991,2016,Colorado State,25,795,489,306,.615,6,2,5,0,0
1003,Anthony Evans,2008,2016,Florida International,9,289,143,146,.495,1,1,1,0,0
1004,Bill Evans,1992,2016,Idaho State,20,551,248,303,.450,2,3,1,0,0
1005,Bob Evans,1943,1945,Auburn,2,32,4,28,.125,0,0,0,0,0
1006,C. Evans,1923,1923,Rensselaer,1,12,10,2,.833,0,0,,,
1007,Dana Evans,1911,1922,Northwestern,6,78,46,32,.590,0,0,,,
1008,Fuzzy Evans,1947,1965,Vermont,5,110,59,51,.536,1,0,0,0,0
1009,Gene Evans,1963,1964,Bucknell,2,44,15,29,.341,0,0,0,0,0
1010,Harold Evans,1924,1926,Brown,3,51,27,24,.529,0,0,,,
1011,Howie Evans,1985,1987,Maryland-Eastern Shore,3,82,10,72,.122,0,0,0,0,0
1012,Jessie Evans,1998,2008,San Francisco,11,315,177,138,.562,4,2,2,0,0
1013,John Evans,1902,1903,Washington State,2,6,2,4,.333,0,0,,,
1014,John Evans,1960,1963,Idaho State,4,101,60,41,.594,0,0,1,0,0
1015,Melbourne Evans,1918,1920,Stanford,3,38,30,8,.789,2,0,,,
1016,Paul Evans,1981,1994,Pittsburgh,14,424,266,158,.627,4,2,7,0,0
1017,Rob Evans,1993,2006,Arizona State,14,406,205,201,.505,2,0,3,0,0
1018,Ron Everhart,1995,2012,Duquesne,18,534,273,261,.511,2,0,0,0,0
1019,George Everson,1907,1907,Wisconsin-Stevens Point,1,7,6,1,.857,0,0,,,
1020,Weeb Ewbank,1939,1947,Brown,2,38,13,25,.342,0,0,0,0,0
1021,Harry Ewing,1923,1924,Miami (OH),2,26,11,15,.423,0,0,,,
1022,Leon Excelby,1913,1913,Wyoming,1,7,2,5,.286,0,0,,,
1023,Kenneth Fairman,1936,1938,Princeton,3,63,25,38,.397,0,0,,,
1024,Rich Falk,1979,1986,Northwestern,8,221,77,144,.348,0,0,0,0,0
1025,Houston Fancher,2001,2009,Appalachian State,9,273,137,136,.502,3,0,0,0,0
1026,Lenny Fant,1974,1979,Louisiana-Monroe,6,159,107,52,.673,1,1,0,0,0
1027,Larry Farmer,1982,2004,Loyola (IL),12,345,166,179,.481,1,0,1,0,0
1028,Ray Farnham,1945,1946,Cincinnati,2,38,16,22,.421,0,0,0,0,0
1029,David Farrar,1992,2001,Idaho,9,244,110,134,.451,0,0,0,0,0
1030,Charles Farrell,1916,1916,South Carolina,1,10,4,6,.400,0,0,,,
